page-link,name,price,adresse,image-link,devise,quartier,ville,pays
https://sn.coinafrique.com/annonce/autres-animaux/oiseau-maknol-2583338,Oiseau Maknol,299564.11042944784,"Kaffrine, Sénégal","background-image: url(""https://images.coinafrique.com/2583338_uploaded_image1_1598650419.jpg""); width: 369px;",demande,"Kaffrine,","Kaffrine,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/oie-2630503,Oie,100000.0,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2630503_uploaded_image1_1600266971.jpg""); width: 412px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chatons-2637004,Chatons,299564.11042944784,"Gorée, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2637004_uploaded_image1_1600508302.jpg""); width: 640px;",demande,"Gorée,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/paon-bleu-2663712,Paon bleu,225000.0,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2663712_uploaded_image1_1601554766.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/bouc-chevre-2673741,Bouc chèvre,100000.0,"Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2673741_uploaded_image2_1601909107.jpeg""); width: 488px;",CFA,"Diamniadio,","Diamniadio,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chevre-bouc-de-race-2675855,Chèvre Bouc de race,200000.0,"Louga, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2675855_uploaded_image1_1601992602.jpg""); width: 369px;",CFA,"Louga,","Louga,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/vaches-laitieres-2687649,Vaches laitières,2000000.0,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2687649_uploaded_image1_1602441772.jpg""); width: 671px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/bufs-2694719,Bœufs,350000.0,"Louga, Sénégal","background-image: url(""https://images.coinafrique.com/2694719_uploaded_image1_1602688985.jpg""); width: 369px;",CFA,"Louga,","Louga,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/bufs-2694720,Bœufs,350000.0,"Louga, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2694720_uploaded_image1_1602689075.jpg""); width: 369px;",CFA,"Louga,","Louga,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/bufs-2694722,Bœufs,250000.0,"Louga, Sénégal","background-image: url(""https://images.coinafrique.com/2694722_uploaded_image1_1602689183.jpg""); width: 369px;",CFA,"Louga,","Louga,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/ane-arabe-2697117,Âne Arabe,850000.0,"Kébémer, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2697117_uploaded_image1_1602773283.jpg""); width: 369px;",CFA,"Kébémer,","Kébémer,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/olpliitone-20-jours-2701057,Olpliitone 20 jours,15000.0,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2701057_uploaded_image1_1602937383.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/canard-2703622,Canard,35000.0,"Mamelles, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2703622_uploaded_image1_1603049550.jpg""); width: 519px;",CFA,"Mamelles,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/vache-2709747,Vache,300000.0,"Louga, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2709747_uploaded_image1_1603289227.jpg""); width: 369px;",CFA,"Louga,","Louga,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/dinde-damerique-2735977,Dinde d'amérique,299564.11042944784,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2735977_uploaded_image1_1604436594.jpg""); width: 418px;",demande,"Guediawaye,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-turc-2826620,Chaton Angora Turc,100000.0,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2826620_uploaded_image2_1607777039.jpeg""); width: 547px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/vache-2846588,Vache,550000.0,"Bambey, Sénégal","background-image: url(""https://images.coinafrique.com/2846588_uploaded_image2_1608636322.jpeg""); width: 424px;",CFA,"Bambey,","Bambey,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-2851191,Chaton angora,130000.0,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2851191_uploaded_image2_1608834265.jpeg""); width: 369px;",CFA,"Fann,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/veau-2856538,Veau,250000.0,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2856538_uploaded_image2_1609162543.jpeg""); width: 369px;",CFA,"HLM,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chatons-2860327,Chatons,299564.11042944784,"Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2860327_uploaded_image2_1609342554.jpeg""); width: 630px;",demande,Grand,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/canard-colvert-2876451,Canard Colvert,50000.0,"Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2876451_uploaded_image2_1610052489.jpeg""); width: 545px;",CFA,"Thies,","Thies,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/bouc-race-laitiere-2881915,Bouc race laitière,299564.11042944784,"Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2881915_uploaded_image1_1610303521.jpg""); width: 580px;",demande,"Saly,","Saly,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chaton-noir-blanc-2886750,Chaton noir blanc,299564.11042944784,"Mamelles, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2886750_uploaded_image2_1610486344.jpeg""); width: 369px;",demande,"Mamelles,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/dinde-rouge-2888081,Dinde rouge,70000.0,"Louga, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2888081_uploaded_image1_1610544422.jpg""); width: 575px;",CFA,"Louga,","Louga,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/perruches-inseparables-2896567,Perruches - inséparables,12500.0,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2896567_uploaded_image1_1610914575.jpg""); width: 369px;",CFA,Parcelle,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/jument-arabe-2924412,Jument arabe,1500000.0,"Kébémer, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2924412_uploaded_image1_1612197584.jpg""); width: 565px;",CFA,"Kébémer,","Kébémer,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/perroquet-senegal-avec-cage-2930350,Perroquet Sénégal avec cage,35000.0,"Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2930350_uploaded_image1_1612388040.jpg""); width: 383px;",CFA,"Ngor,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/couple-oie-de-toulouse-adulte-2936871,Couple oie de toulouse adulte,85000.0,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2936871_uploaded_image1_1612659734.jpg""); width: 369px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-turque-2966724,Chaton Angora turque,160000.0,"Grand Dakar, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2966724_uploaded_image2_1614082275.jpeg""); width: 630px;",CFA,Grand,"Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/buf-2968890,Bœuf,299564.11042944784,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_2968890_uploaded_image1_1614172978.jpg""); width: 418px;",demande,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/porc-3004606,Porc,2500.0,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3004606_uploaded_image1_1615897391.jpg""); width: 375px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/laor-noir-3005811,Laor noir,35000.0,"Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3005811_uploaded_image1_1615937465.jpg""); width: 405px;",CFA,"Mbour,","Mbour,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/buf-3012014,Bœuf,425000.0,"Guediawaye, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3012014_uploaded_image2_1616250290.jpeg""); width: 386px;",CFA,"Guediawaye,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/cheval-3012715,Cheval,800000.0,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3012715_uploaded_image1_1616282777.jpg""); width: 583px;",CFA,"Dakar,","Dakar,",Sénégal
https://sn.coinafrique.com/annonce/autres-animaux/oie-adulte-3025291,Oie adulte,80000.0,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/thumb_3025291_uploaded_image1_1616933629.jpg""); width: 439px;",CFA,"Dakar,","Dakar,",Sénégal
